# ridge,lasso,enet,pmridge,pmlasso,pmenet,mskridge,msklasso,mskenet,tskridge,tsklasso,tskenet
0.000000000000000000e+00,-1.124811490383191455e+02,-1.124811490383191455e+02,1.797664018941820885e+01,-1.124811490383191455e+02,-1.124811490383191455e+02,3.514330331473921376e+01,-1.124811490383191455e+02,-1.124811490383191455e+02,3.755470691565662378e+01,-1.124811490383191455e+02,-1.124811490383191455e+02
0.000000000000000000e+00,0.000000000000000000e+00,nan,1.161718934693554530e+02,nan,nan,1.178096757534346466e+02,nan,nan,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.161718934693554530e+02,nan,nan,1.178096757534346466e+02,nan,nan,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.161718934693554530e+02,-1.161718934693554530e+02,9.240444951426178832e+00,-1.161718934693554530e+02,-1.161718934693554530e+02,7.212414162043737420e+00,-1.161718934693554530e+02,-1.161718934693554530e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.178096757534346466e+02,nan,nan,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.178096757534346466e+02,nan,nan,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.178096757534346466e+02,-1.178096757534346466e+02,-4.115093794549190775e+00,-1.178096757534346466e+02,-1.178096757534346466e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182015954904621395e+02,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.182015954904621395e+02,-1.182015954904621395e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
